TARGET_FID_12,GEOID_D,FIPS,POC Population (Prop),Median Household Income,Ttl_Und,Unemployed Population (Prop),Stop Frequency (SEP 20),FreqAug19,FreqPandemic
695,14000US08001008524,8001008524,0.147171163,103340,1390,0.215503876,304,720,715
696,14000US08001008526,8001008526,0.141874463,88182,1358,0.250784857,0,0,0
697,14000US08001060100,8001060100,0.119093354,94191,1118,0.190362677,0,1036,518
698,14000US08001060200,8001060200,0.151760228,64154,836,0.24078341,180,794,553
699,14000US08031012014,8031012014,0.094015772,66708,1398,0.254135612,286,698,640
700,14000US08001008538,8001008538,0.129580807,108472,1400,0.26641294,378,810,792
701,14000US08001015000,8001015000,0.164886515,39675,568,0.246634824,3365,6608,6090
702,14000US08059980400,8059980400,0.21291866,0,421,0.335725678,0,0,0
698,14000US08001060200,8001060200,0.151760228,64154,836,0.24078341,180,794,553
699,14000US08031012014,8031012014,0.094015772,66708,1398,0.254135612,286,698,640
700,14000US08001008538,8001008538,0.129580807,108472,1400,0.26641294,378,810,792
701,14000US08001015000,8001015000,0.164886515,39675,568,0.246634824,3365,6608,6090
702,14000US08059980400,8059980400,0.21291866,0,421,0.335725678,0,0,0
