TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
646,14000US08031001401,8031001401,0.29352474,43287,1089,0.220445344,14000US08031001401,2.087070227,6548,3411,3137,0.520922419,0.479077581,1757,3226,600,965,0.268326206,0.147373244,1922,0.29352474,2251,397,0.17636606,43287,1089,1852,0.220445344,0.374898785,2251,1153,0.512216793,2.9,11,13,11,0.00,18.18
647,14000US08031001402,8031001402,0.420424671,45840,836,0.229922992,14000US08031001402,1.669340968,4945,2642,2303,0.534277048,0.465722952,1434,2592,579,340,0.289989889,0.06875632,2079,0.420424671,1539,189,0.122807018,45840,836,1077,0.229922992,0.29620462,1539,611,0.397011046,3.21,3,5,4,-25.00,25.00
648,14000US08031001403,8031001403,0.187519119,58583,691,0.243481325,14000US08031001403,2.931011677,3269,1839,1430,0.562557357,0.437442643,455,2262,316,236,0.139186296,0.072193331,613,0.187519119,1596,126,0.078947368,58583,691,566,0.243481325,0.199436223,1596,1080,0.676691729,2.02,25,30,26,-3.85,15.38
649,14000US08005007302,8005007302,0.579622503,35577,1054,0.279205298,14000US08005007302,1.304027557,5457,2925,2532,0.536008796,0.463991204,1767,2866,531,293,0.323804288,0.053692505,3163,0.579622503,1818,491,0.270077008,35577,1054,1128,0.279205298,0.298807947,1818,1445,0.794829483,2.99,29,32,28,3.57,14.29
650,14000US08031005300,8031005300,0.180487805,44770,317,0.253194888,14000US08031005300,1.11872673,1435,752,683,0.524041812,0.475958188,191,599,176,469,0.133101045,0.326829268,259,0.180487805,697,147,0.210903874,44770,317,490,0.253194888,0.391373802,697,428,0.614060258,1.93,31,35,31,0.00,12.90
651,14000US08031005502,8031005502,0.113092445,77039,388,0.237163814,14000US08031005502,2.923810959,2131,1070,1061,0.502111685,0.497888315,505,1091,262,273,0.236977945,0.128108869,241,0.113092445,609,0,0,77039,388,595,0.237163814,0.363691932,609,281,0.461412151,2.72,12,13,12,0.00,8.33
652,14000US08031005503,8031005503,0.184116284,78260,747,0.198617389,14000US08031005503,2.019189358,4747,2260,2487,0.476090162,0.523909838,1067,2167,663,850,0.224773541,0.179060459,874,0.184116284,1775,124,0.069859155,78260,747,1148,0.198617389,0.305237969,1775,362,0.203943662,2.61,4,4,4,0.00,0.00
653,14000US08031006804,8031006804,0.131445905,87010,504,0.183073011,14000US08031006804,2.243432522,2967,1616,1351,0.544657904,0.455342096,233,1662,419,653,0.078530502,0.220087631,390,0.131445905,1566,48,0.030651341,87010,504,676,0.183073011,0.245550309,1566,822,0.524904215,1.89,17,23,19,-10.53,21.05
655,14000US08031006809,8031006809,0.146502591,68333,1399,0.214045288,14000US08031006809,3.017911434,7720,4048,3672,0.524352332,0.475647668,1294,4334,629,1463,0.16761658,0.189507772,1131,0.146502591,3756,201,0.053514377,68333,1399,1676,0.214045288,0.256425949,3756,1822,0.485090522,2.05,41,44,40,2.50,10.00
656,14000US08031006810,8031006810,0.275843503,64865,1356,0.283741368,14000US08031006810,2.238551378,5572,2630,2942,0.472002872,0.527997128,837,2917,600,1218,0.150215363,0.218592965,1537,0.275843503,2594,82,0.031611411,64865,1356,1249,0.283741368,0.261351747,2594,1008,0.388589052,2.15,16,20,17,-5.88,17.65
657,14000US08031006811,8031006811,0.275452842,65549,1490,0.273645546,14000US08031006811,2.169623613,6404,3134,3270,0.489381636,0.510618364,1079,3130,979,1216,0.168488445,0.189881324,1764,0.275452842,3125,311,0.09952,65549,1490,1327,0.273645546,0.243709826,3125,1890,0.6048,2.04,16,13,14,14.29,-7.14
658,14000US08031006813,8031006813,0.346,48647,1143,0.293076923,14000US08031006813,1.094584942,4500,2034,2466,0.452,0.548,646,2592,689,573,0.143555556,0.127333333,1557,0.346,2494,372,0.149157979,48647,1143,714,0.293076923,0.183076923,2494,2000,0.801924619,1.8,7,9,7,0.00,28.57
659,14000US08059060300,8059060300,0.140682757,98136,890,0.245517241,14000US08059060300,1.844667077,4599,2227,2372,0.484235703,0.515764297,1071,2469,698,361,0.232876712,0.078495325,647,0.140682757,1658,7,0.004221954,98136,890,647,0.245517241,0.178482759,1658,147,0.088661037,2.77,2,3,2,0.00,50.00
660,14000US08059009823,8059009823,0.065931823,95915,1101,0.288597641,14000US08059009823,1.793538451,4899,2411,2488,0.492141253,0.507858747,1116,2386,792,605,0.227801592,0.123494591,323,0.065931823,1748,21,0.01201373,95915,1101,771,0.288597641,0.202096986,1748,326,0.186498856,2.8,0,0,0,0.00,0.00
661,14000US08031006901,8031006901,0.286021505,45613,1502,0.301545874,14000US08031006901,1.987831116,6045,3114,2931,0.515136476,0.484863524,1139,3239,581,1086,0.188420182,0.179652605,1729,0.286021505,2861,250,0.087382034,45613,1502,1311,0.301545874,0.263200161,2861,1990,0.695560993,2.01,15,15,14,7.14,7.14
662,14000US08031007013,8031007013,0.214905564,68773,691,0.208007225,14000US08031007013,1.253525972,3918,1768,2150,0.451250638,0.548749362,624,2109,585,600,0.159264931,0.153139357,842,0.214905564,1969,83,0.042153377,68773,691,754,0.208007225,0.226971704,1969,632,0.320975114,1.99,3,4,3,0.00,33.33
663,14000US08031007037,8031007037,0.60284951,39530,905,0.260132222,14000US08031007037,1.042456627,4492,2487,2005,0.553650935,0.446349065,1169,2697,353,273,0.260240427,0.060774711,2708,0.60284951,1891,225,0.118984664,39530,905,770,0.260132222,0.221327968,1891,1579,0.835007932,2.38,7,8,7,0.00,14.29
664,14000US08031007088,8031007088,0.36749322,64450,1003,0.228006365,14000US08031007088,2.476126909,5162,2558,2604,0.495544363,0.504455637,763,2982,552,865,0.147810926,0.167570709,1897,0.36749322,2469,314,0.127176995,64450,1003,1224,0.228006365,0.278245056,2469,1799,0.728635075,2.07,7,8,7,0.00,14.29
665,14000US08031007089,8031007089,0.209251969,32500,880,0.181480718,14000US08031007089,0.96601963,5080,1986,3094,0.390944882,0.609055118,231,1262,810,2777,0.045472441,0.546653543,1063,0.209251969,3784,348,0.091966173,32500,880,2818,0.181480718,0.581150753,3784,1013,0.267706131,1.34,9,11,9,0.00,22.22
666,14000US08001009320,8001009320,0.165843331,42004,790,0.378715244,14000US08001009320,1.915204525,2834,1331,1503,0.469654199,0.530345801,805,1570,251,208,0.284050812,0.073394495,470,0.165843331,1053,87,0.082621083,42004,790,544,0.378715244,0.260786194,1053,640,0.607787274,2.69,3,4,3,0.00,33.33
667,14000US08001009322,8001009322,0.166092202,50230,810,0.237536657,14000US08001009322,1.288892865,4642,2327,2315,0.501292546,0.498707454,1377,2424,397,444,0.29663938,0.095648427,771,0.166092202,1616,166,0.102722772,50230,810,973,0.237536657,0.285337243,1616,264,0.163366337,2.87,6,8,7,-14.29,14.29
668,14000US08001009323,8001009323,0.159340659,56250,759,0.240494297,14000US08001009323,2.113575935,4004,1923,2081,0.48026973,0.51973027,941,2252,517,294,0.235014985,0.073426573,638,0.159340659,1459,34,0.023303633,56250,759,664,0.240494297,0.210392902,1459,920,0.630568883,2.74,10,22,20,-50.00,10.00
669,14000US08001009325,8001009325,0.090576923,75020,1018,0.233111976,14000US08001009325,3.866587639,5200,2475,2725,0.475961538,0.524038462,921,2607,873,799,0.177115385,0.153653846,471,0.090576923,2381,131,0.0550189,75020,1018,1230,0.233111976,0.281657889,2381,1257,0.527929441,2.18,5,5,5,0.00,0.00
670,14000US08001009401,8001009401,0.165364831,62046,918,0.214435879,14000US08001009401,3.462273598,5249,2627,2622,0.500476281,0.499523719,1144,2840,470,795,0.217946275,0.15145742,868,0.165364831,1771,99,0.055900621,62046,918,1392,0.214435879,0.325157673,1771,584,0.329757199,2.96,2,4,3,-33.33,33.33
671,14000US08059009824,8059009824,0.135353955,86204,1114,0.292005242,14000US08059009824,2.688144207,4817,2478,2339,0.514428067,0.485571933,1158,2637,682,340,0.240398588,0.070583351,652,0.135353955,1780,45,0.025280899,86204,1114,742,0.292005242,0.194495413,1780,318,0.178651685,2.71,2,2,2,0.00,0.00
672,14000US08031008304,8031008304,0.365498519,49402,793,0.277661064,14000US08031008304,0.933749139,4052,2006,2046,0.495064166,0.504935834,1346,1885,446,375,0.332181639,0.09254689,1481,0.365498519,1040,49,0.047115385,49402,793,1060,0.277661064,0.371148459,1040,338,0.325,3.9,5,6,5,0.00,20.00
673,14000US08031008305,8031008305,0.407212147,51837,779,0.244430499,14000US08031008305,1.025364161,4742,2346,2396,0.494727963,0.505272037,1763,2409,301,269,0.371784057,0.056727119,1931,0.407212147,1082,64,0.059149723,51837,779,1139,0.244430499,0.357389394,1082,432,0.399260628,4.38,9,10,9,0.00,11.11
674,14000US08031008306,8031008306,0.48284554,46250,1378,0.276318428,14000US08031008306,1.365850449,7141,3557,3584,0.498109508,0.501890492,2345,3496,778,522,0.32838538,0.073099006,3448,0.48284554,1896,239,0.126054852,46250,1378,1733,0.276318428,0.347503509,1896,955,0.503691983,3.76,25,27,25,0.00,8.00
675,14000US08001009406,8001009406,0.178815239,66458,861,0.223578291,14000US08001009406,1.737749338,4541,2311,2230,0.50891874,0.49108126,760,2331,708,742,0.167364017,0.163400132,812,0.178815239,1741,24,0.013785181,66458,861,936,0.223578291,0.243053752,1741,738,0.423894314,2.61,6,7,6,0.00,16.67
676,14000US08001009407,8001009407,0.23888233,63004,895,0.234846497,14000US08001009407,1.895800948,5082,2542,2540,0.500196773,0.499803227,1433,2477,506,666,0.2819756,0.131050767,1214,0.23888233,1765,38,0.021529745,63004,895,1021,0.234846497,0.267908685,1765,649,0.367705382,2.88,6,6,6,0.00,0.00
677,14000US08001009409,8001009409,0.094235231,109363,1038,0.22808174,14000US08001009409,3.841356516,5603,2717,2886,0.484918794,0.515081206,1123,2508,867,1105,0.200428342,0.197215777,528,0.094235231,2263,97,0.042863456,109363,1038,1263,0.22808174,0.277521424,2263,345,0.152452497,2.48,4,8,5,-20.00,60.00
678,14000US08001009410,8001009410,0.085704939,118472,698,0.269290123,14000US08001009410,2.783014774,3057,1512,1545,0.494602552,0.505397448,566,1147,600,744,0.185148839,0.243375859,262,0.085704939,1183,48,0.04057481,118472,698,844,0.269290123,0.325617284,1183,78,0.065934066,2.58,0,1,0,0.00,0.00
679,14000US08001009411,8001009411,0.10805501,83798,610,0.244783307,14000US08001009411,1.281217217,3054,1697,1357,0.555664702,0.444335298,596,1653,365,440,0.195153897,0.144073346,330,0.10805501,1265,7,0.005533597,83798,610,521,0.244783307,0.209069021,1265,381,0.301185771,2.41,2,3,2,0.00,50.00
680,14000US08001009501,8001009501,0.173698799,50887,641,0.26509512,14000US08001009501,1.110505819,3247,1741,1506,0.53618725,0.46381275,897,1570,351,429,0.276255005,0.132121959,564,0.173698799,1176,78,0.066326531,50887,641,735,0.26509512,0.303970223,1176,495,0.420918367,2.76,2,3,2,0.00,50.00
681,14000US08001009502,8001009502,0.168018299,71337,972,0.251227707,14000US08001009502,4.370890141,4809,2562,2247,0.532751092,0.467248908,1068,2551,610,580,0.222083593,0.120607195,808,0.168018299,1518,74,0.048748353,71337,972,1145,0.251227707,0.295942104,1518,242,0.15942029,3.17,18,20,19,-5.26,5.26
682,14000US08001008000,8001008000,0.428456978,50483,1222,0.276846398,14000US08001008000,1.954587817,6241,3175,3066,0.508732575,0.491267425,2066,3199,437,539,0.331036693,0.086364365,2674,0.428456978,1774,89,0.050169109,50483,1222,1357,0.276846398,0.307430902,1774,859,0.48421646,3.51,12,14,12,0.00,16.67
683,14000US08001008100,8001008100,0.292459016,46875,331,0.234087694,14000US08001008100,2.699458361,1525,715,810,0.468852459,0.531147541,115,1139,92,179,0.075409836,0.117377049,446,0.292459016,711,57,0.080168776,46875,331,490,0.234087694,0.346534653,711,685,0.963431786,1.77,34,58,36,-5.56,61.11
684,14000US08001008200,8001008200,0.40975053,62689,1207,0.267984014,14000US08001008200,4.447542667,6133,3101,3032,0.505625306,0.494374694,1735,3059,622,717,0.28289581,0.116908528,2513,0.40975053,1528,85,0.055628272,62689,1207,1376,0.267984014,0.305506217,1528,394,0.257853403,3.85,49,57,49,0.00,16.33
685,14000US08001008308,8001008308,0.435166817,41619,1072,0.265149641,14000US08001008308,4.397978306,5545,2841,2704,0.512353472,0.487646528,1592,2875,490,588,0.2871055,0.106041479,2413,0.435166817,1835,141,0.076839237,41619,1072,1407,0.265149641,0.348008904,1835,769,0.419073569,3.02,20,23,20,0.00,15.00
686,14000US08001008309,8001008309,0.48511469,55024,650,0.231646472,14000US08001008309,12.15270233,4098,2184,1914,0.532942899,0.467057101,1384,2202,285,227,0.33772572,0.055392875,1988,0.48511469,1083,72,0.066481994,55024,650,848,0.231646472,0.302209551,1083,381,0.351800554,3.78,62,74,65,-4.62,13.85
687,14000US08001008505,8001008505,0.060651905,69758,1301,0.226418378,14000US08001008505,3.074695349,7271,3684,3587,0.506670334,0.493329666,1649,3591,1038,993,0.226791363,0.136569935,441,0.060651905,2375,33,0.013894737,69758,1301,1751,0.226418378,0.304733728,2375,678,0.285473684,3.06,9,10,9,0.00,11.11
688,14000US08001008506,8001008506,0.142464565,42010,1292,0.240506329,14000US08001008506,1.715779185,6914,3399,3515,0.491611224,0.508388776,1701,3719,643,851,0.246022563,0.123083598,985,0.142464565,2717,401,0.147589253,42010,1292,1577,0.240506329,0.293559196,2717,2188,0.805299963,2.48,2,5,5,-60.00,0.00
689,14000US08001008507,8001008507,0.111724344,81630,1398,0.275902901,14000US08001008507,2.612464428,6704,3459,3245,0.515960621,0.484039379,1768,3473,700,763,0.26372315,0.113812649,749,0.111724344,2006,72,0.035892323,81630,1398,1071,0.275902901,0.211367673,2006,416,0.207377866,3.34,8,4,4,100.00,0.00
