TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
288,14000US08031008389,8031008389,0.513068286,83313,1951,0.249010849,14000US08031008389,5.734854221,10866,5247,5619,0.482882385,0.517117615,3147,6050,883,786,0.289618995,0.072335726,5575,0.513068286,3357,42,0.012511171,83313,1951,1626,0.249010849,0.207530313,3357,485,0.144474233,3.24,47,50,46,2.17,8.70
289,14000US08031008391,8031008391,0.429950319,73906,1163,0.232274815,14000US08031008391,2.243483782,7045,3579,3466,0.508019872,0.491980128,2277,3538,842,388,0.323207949,0.055074521,3029,0.429950319,2289,35,0.01529052,73906,1163,1027,0.232274815,0.205112842,2289,442,0.193097422,3.08,16,17,15,6.67,13.33
290,14000US08031008390,8031008390,0.488159918,63640,1895,0.273094106,14000US08031008390,2.234781981,9755,4635,5120,0.475140953,0.524859047,3075,5419,760,501,0.315222963,0.051358278,4762,0.488159918,2819,24,0.008513657,63640,1895,1664,0.273094106,0.239804006,2819,831,0.294785385,3.46,21,21,22,-4.55,-4.55
291,14000US08031015600,8031015600,0.213866967,44816,1164,0.183712121,14000US08031015600,3.731779575,8870,4926,3944,0.55535513,0.44464487,2885,4850,613,522,0.325253664,0.058850056,1897,0.213866967,2407,293,0.121728292,44816,1164,2476,0.183712121,0.390782828,2407,1462,0.607395098,3.68,31,40,34,-8.82,17.65
292,14000US08035014107,8035014107,0.083143219,118574,805,0.26161846,14000US08035014107,2.729907751,3945,1942,2003,0.492268695,0.507731305,1004,1798,590,553,0.254499366,0.14017744,328,0.083143219,1457,56,0.038435141,118574,805,816,0.26161846,0.26519337,1457,72,0.049416609,2.71,2,4,3,-33.33,33.33
293,14000US08035013904,8035013904,0.058999082,64970,720,0.20797227,14000US08035013904,5.328911304,4356,2193,2163,0.503443526,0.496556474,981,2479,482,414,0.225206612,0.095041322,257,0.058999082,1767,20,0.011318619,64970,720,842,0.20797227,0.243212016,1767,895,0.506508206,2.45,0,2,1,-100.00,100.00
294,14000US08035014503,8035014503,0.05530535,89250,1338,0.293228139,14000US08035014503,9.383729935,5551,3059,2492,0.551071879,0.448928121,1213,2757,827,754,0.218519186,0.135831382,307,0.05530535,2175,52,0.023908046,89250,1338,1053,0.293228139,0.230769231,2175,620,0.285057471,2.54,0,0,0,0.00,0.00
295,14000US08035014300,8035014300,0.04853129,60000,178,0.247566064,14000US08035014300,493.2870483,783,437,346,0.558109834,0.441890166,81,275,195,232,0.103448276,0.296296296,38,0.04853129,382,12,0.031413613,60000,178,276,0.247566064,0.383866481,382,38,0.09947644,2.05,0,0,0,0.00,0.00
296,14000US08035014001,8035014001,0.09954998,82652,1356,0.239915074,14000US08035014001,11.5975256,7333,3844,3489,0.524205646,0.475794354,1811,4162,972,388,0.246965771,0.052911496,730,0.09954998,3012,19,0.006308101,82652,1356,740,0.239915074,0.130927105,3012,648,0.215139442,2.43,0,0,0,0.00,0.00
297,14000US08035013908,8035013908,0.042180026,130162,1379,0.240160223,14000US08035013908,27.78107643,6899,3482,3417,0.504710828,0.495289172,1420,2848,1471,1160,0.205826931,0.16814031,291,0.042180026,2551,15,0.005880047,130162,1379,1413,0.240160223,0.246081505,2551,190,0.074480596,2.7,0,0,0,0.00,0.00
298,14000US08035014108,8035014108,0.035196687,106779,884,0.234296316,14000US08035014108,3.108999014,4830,2317,2513,0.479710145,0.520289855,1186,2160,887,597,0.245548654,0.123602484,170,0.035196687,1801,16,0.008883953,106779,884,842,0.234296316,0.223164591,1801,122,0.067740144,2.68,2,4,3,-33.33,33.33
299,14000US08035014122,8035014122,0.079451672,165871,1254,0.232825845,14000US08035014122,13.73963928,7149,3417,3732,0.477968947,0.522031053,2067,3213,768,1101,0.289131347,0.154007554,568,0.079451672,2477,53,0.021396851,165871,1254,1593,0.232825845,0.295766803,2477,352,0.142107388,2.89,0,0,0,0.00,0.00
300,14000US08035013909,8035013909,0.029362696,99974,1351,0.288182594,14000US08035013909,63.30960464,5994,3003,2991,0.501001001,0.498998999,1448,2836,842,868,0.241574908,0.144811478,176,0.029362696,2267,16,0.007057786,99974,1351,1327,0.288182594,0.28306314,2267,135,0.059550066,2.64,0,0,0,0.00,0.00
301,14000US08035014115,8035014115,0.125196673,119904,859,0.236639118,14000US08035014115,2.583010674,4449,2144,2305,0.481906046,0.518093954,995,1947,833,674,0.223645763,0.151494718,557,0.125196673,1741,47,0.026995979,119904,859,1110,0.236639118,0.305785124,1741,395,0.226881103,2.56,0,1,0,0.00,0.00
302,14000US08035014116,8035014116,0.348975972,93623,1233,0.255332367,14000US08035014116,3.974285364,6201,3369,2832,0.543299468,0.456700532,1486,3904,476,335,0.239638768,0.054023545,2164,0.348975972,2521,116,0.046013487,93623,1233,900,0.255332367,0.18637399,2521,1734,0.687822293,2.46,16,26,20,-20.00,30.00
303,14000US08035014123,8035014123,0.130720909,90568,753,0.275925247,14000US08035014123,5.619661331,3343,1748,1595,0.522883637,0.477116363,646,1787,432,478,0.193239605,0.142985343,437,0.130720909,1317,84,0.063781321,90568,753,750,0.275925247,0.274825944,1317,640,0.485952923,2.24,0,0,0,0.00,0.00
304,14000US08035013905,8035013905,0.059424768,95577,1007,0.301768055,14000US08035013905,3.635320663,4207,1836,2371,0.436415498,0.563584502,1035,2230,591,351,0.246018541,0.083432375,250,0.059424768,1660,109,0.065662651,95577,1007,773,0.301768055,0.23164519,1660,776,0.46746988,2.53,0,1,1,-100.00,0.00
305,14000US08013012102,8013012102,0.084606189,73396,2088,0.330536647,14000US08013012102,2.879761219,7529,3898,3631,0.517731438,0.482268562,1319,4391,911,908,0.175189268,0.120600345,637,0.084606189,3037,149,0.049061574,73396,2088,1394,0.330536647,0.220674371,3037,1300,0.428054001,2.42,17,23,19,-10.53,21.05
306,14000US08013012104,8013012104,0.163165791,121146,575,0.276708373,14000US08013012104,2.795273542,2666,1248,1418,0.468117029,0.531882971,677,961,482,546,0.253938485,0.2048012,435,0.163165791,1058,8,0.007561437,121146,575,740,0.276708373,0.356111646,1058,197,0.186200378,2.51,13,16,14,-7.14,14.29
307,14000US08013012101,8013012101,0.086701571,114271,1220,0.310907238,14000US08013012101,2.857918739,4775,2358,2417,0.49382199,0.50617801,1033,2416,733,593,0.216335079,0.124188482,414,0.086701571,1991,28,0.014063285,114271,1220,966,0.310907238,0.24617737,1991,430,0.215971873,2.39,12,15,13,-7.69,15.38
308,14000US08013012105,8013012105,0.07960644,84435,1711,0.374890447,14000US08013012105,2.469592333,5590,2823,2767,0.505008945,0.494991055,1295,2865,646,784,0.231663685,0.140250447,445,0.07960644,2439,123,0.050430504,84435,1711,1050,0.374890447,0.23006135,2439,650,0.266502665,2.29,22,28,24,-8.33,16.67
309,14000US08013012202,8013012202,0.167913296,38194,3365,0.543179984,14000US08013012202,1.642753601,6551,3096,3455,0.472599603,0.527400397,356,5470,403,322,0.054342848,0.049152801,1100,0.167913296,3161,395,0.124960456,38194,3365,832,0.543179984,0.134301856,3161,2548,0.806074027,2.02,19,27,22,-13.64,22.73
310,14000US08013012203,8013012203,0.149959688,59618,1510,0.22789013,14000US08013012203,6.66506958,7442,4010,3432,0.538833647,0.461166353,877,5217,591,757,0.117844665,0.101719968,1116,0.149959688,3906,445,0.113927291,59618,1510,1625,0.22789013,0.245246001,3906,2136,0.546850998,1.9,38,57,45,-15.56,26.67
311,14000US08013012204,8013012204,0.06505848,42348,1907,0.480715906,14000US08013012204,1.392662406,4104,2435,1669,0.593323587,0.406676413,177,3237,373,317,0.043128655,0.077241715,267,0.06505848,1875,205,0.109333333,42348,1907,906,0.480715906,0.228384169,1875,1465,0.781333333,2.1,54,67,57,-5.26,17.54
312,14000US08013012300,8013012300,0.226128472,40464,4299,0.638023152,14000US08013012300,1.425877213,6912,3841,3071,0.555700231,0.444299769,214,6660,30,8,0.030960648,0.001157407,1563,0.226128472,667,178,0.266866567,40464,4299,1876,0.638023152,0.278420896,667,653,0.979010495,2.25,14,21,16,-12.50,31.25
313,14000US08013012501,8013012501,0.122472339,81205,879,0.368244659,14000US08013012501,3.435607195,2621,1405,1216,0.536054941,0.463945059,269,1657,319,376,0.102632583,0.143456696,321,0.122472339,1171,29,0.024765158,81205,879,424,0.368244659,0.177628823,1171,563,0.480785653,2.24,6,9,7,-14.29,28.57
314,14000US08013012505,8013012505,0.120807,108750,1155,0.33791691,14000US08013012505,15.08515739,4114,2129,1985,0.517501215,0.482498785,765,2001,703,645,0.185950413,0.156781721,497,0.120807,1640,19,0.011585366,108750,1155,907,0.33791691,0.26535986,1640,514,0.313414634,2.51,14,18,15,-6.67,20.00
315,14000US08013012507,8013012507,0.114343254,62163,1816,0.446630595,14000US08013012507,1.637898564,4469,2697,1772,0.603490714,0.396509286,440,3401,294,334,0.09845603,0.074737078,511,0.114343254,1723,163,0.094602438,62163,1816,756,0.446630595,0.18593212,1723,952,0.552524666,2.59,26,39,30,-13.33,30.00
316,14000US08031004602,8031004602,0.280999724,44555,635,0.115433558,14000US08031004602,1.937824368,7242,3837,3405,0.529826015,0.470173985,1931,4179,549,583,0.26663905,0.080502624,2035,0.280999724,2337,286,0.122379119,44555,635,1862,0.115433558,0.338483912,2337,1172,0.501497647,3.04,12,16,13,-7.69,23.08
317,14000US08031004603,8031004603,0.207445008,56176,851,0.192490387,14000US08031004603,1.866255641,5910,2907,3003,0.491878173,0.508121827,1595,3192,529,594,0.269881557,0.100507614,1226,0.207445008,2114,133,0.062913907,56176,851,1250,0.192490387,0.282741461,2114,677,0.320245979,2.79,18,23,19,-5.26,21.05
318,14000US08031004700,8031004700,0.131968758,62482,1208,0.218129289,14000US08031004700,2.498089552,7426,3771,3655,0.507810396,0.492189604,2036,3910,622,858,0.274171829,0.115539995,980,0.131968758,2317,158,0.068191627,62482,1208,1248,0.218129289,0.225352113,2317,866,0.373759171,3.19,18,21,19,-5.26,10.53
319,14000US08039961206,8039961206,0.038420774,100677,691,0.222544283,14000US08039961206,54.20512772,3774,1830,1944,0.484896661,0.515103339,706,1877,694,497,0.187069422,0.131690514,145,0.038420774,1339,28,0.020911128,100677,691,762,0.222544283,0.245410628,1339,67,0.050037341,2.82,0,0,0,0.00,0.00
320,14000US08047013800,8047013800,0.06043214,75120,1038,0.204935834,14000US08047013800,388.8793945,5924,3169,2755,0.534942606,0.465057394,962,2832,1272,858,0.162390277,0.144834571,358,0.06043214,2653,126,0.047493404,75120,1038,1184,0.204935834,0.233761106,2653,506,0.190727478,2.19,0,0,0,0.00,0.00
321,14000US08001008535,8001008535,0.114495513,83088,565,0.218230977,14000US08001008535,16.06555939,3677,1903,1774,0.517541474,0.482458526,1201,2000,248,228,0.326624966,0.062007071,421,0.114495513,1144,28,0.024475524,83088,565,423,0.218230977,0.163383546,1144,272,0.237762238,3.21,5,4,4,25.00,0.00
322,14000US08001008540,8001008540,0.146535639,109549,1273,0.220700416,14000US08001008540,13.69217968,8039,3993,4046,0.49670357,0.50329643,2553,4121,917,448,0.317576813,0.055728324,1178,0.146535639,2480,44,0.017741935,109549,1273,1015,0.220700416,0.175970874,2480,98,0.039516129,3.24,0,0,0,0.00,0.00
