TARGET_FID_12,GEOID_D,FIPS,Proportion of POC,Median Household Income,Proportion Unemployed,Proportion Did Not Work,Proportion of Renters,Average Household Size,FREQSEP20D,FREQAUG19D,FREQPAND_1,Percent Change Sep20,Percent Change Aug19,Percent Change Pan
476,14000US08031001000,8031001000,0.157017544,42917,0.159492103,0.384639207,0.447647951,3.46,16,20,17,-5.88,17.65,-15.00
479,14000US08031003603,8031003603,0.442290749,64539,0.2387748,0.237034459,0.293672627,2.34,15,20,17,-11.76,17.65,-15.00
565,14000US08059011550,8059011550,0.085700132,38367,0.30938446,0.268617558,0.738846946,2.05,32,40,34,-5.88,17.65,-15.00
656,14000US08031006810,8031006810,0.275843503,64865,0.283741368,0.261351747,0.388589052,2.15,16,20,17,-5.88,17.65,-15.00
40,14000US08013012509,8013012509,0.150842946,102450,0.28849828,0.340084066,0.250190694,2.54,25,33,28,-10.71,17.86,-15.15
145,14000US08031002702,8031002702,0.123903684,61611,0.247981546,0.110232328,0.713024809,1.47,11,13,11,0,18.18,-15.38
180,14000US08005081900,8005081900,0.457280045,42815,0.217482785,0.377773527,0.513765354,2.99,11,13,11,0,18.18,-15.38
207,14000US08059011402,8059011402,0.226622662,41990,0.280519481,0.283896104,0.70201005,2.12,10,13,11,-9.09,18.18,-15.38
279,14000US08031001901,8031001901,0.28961039,26607,0.277520034,0.41332771,0.774501301,2.47,20,26,22,-9.09,18.18,-15.38
346,14000US08013013302,8013013302,0.051854729,70459,0.311394672,0.247817327,0.411839864,2.19,9,13,11,-18.18,18.18,-15.38
449,14000US08031004302,8031004302,0.06866614,89872,0.228229665,0.181339713,0.25877551,2.04,10,13,11,-9.09,18.18,-15.38
646,14000US08031001401,8031001401,0.29352474,43287,0.220445344,0.374898785,0.512216793,2.9,11,13,11,0,18.18,-15.38
691,14000US08031011902,8031011902,0.231698226,62180,0.18380744,0.258752735,0.431582708,2.4,9,13,11,-18.18,18.18,-15.38
76,14000US08031004304,8031004304,0.156324582,100043,0.248956055,0.201232849,0.271746945,2.09,25,32,27,-7.41,18.52,-15.63
283,14000US08031008312,8031008312,0.399267399,58550,0.271034253,0.265879614,0.450365277,3.63,27,32,27,0,18.52,-15.63
31,14000US08031004405,8031004405,0.2269153,84866,0.28817085,0.230203855,0.449798184,2.24,16,19,16,0,18.75,-15.79
53,14000US08031004404,8031004404,0.566511179,37976,0.296768707,0.247236395,0.708773355,2.53,14,19,16,-12.5,18.75,-15.79
371,14000US08031005001,8031005001,0.217702448,68694,0.2837189,0.322130074,0.263926941,2.28,16,19,16,0,18.75,-15.79
431,14000US08031003003,8031003003,0.137910268,57981,0.454987047,0.22376943,0.494063927,2.01,16,19,16,0,18.75,-15.79
523,14000US08059010000,8059010000,0.110932763,46434,0.508140856,0.292692162,0.669760247,2.3,15,19,16,-6.25,18.75,-15.79
556,14000US08059010604,8059010604,0.133280128,59052,0.297283951,0.304197531,0.430451128,2.36,15,19,16,-6.25,18.75,-15.79
561,14000US08059011000,8059011000,0.060500475,61345,0.224572981,0.274650621,0.535814326,2.41,19,25,21,-9.52,19.05,-16.00
5,14000US08005006501,8005006501,0.155373328,47743,0.303059273,0.186424474,0.934939759,1.84,19,24,20,-5,20,-16.67
9,14000US08001008529,8001008529,0.149827229,65375,0.208827065,0.243001889,0.602642901,2.22,9,6,5,80,20,-16.67
13,14000US08005083900,8005083900,0.27048892,59020,0.189504373,0.26364015,0.392307692,1.99,5,6,5,0,20,-16.67
44,14000US08013012705,8013012705,0.130265568,65963,0.30806909,0.146429492,0.559508125,1.92,15,18,15,0,20,-16.67
56,14000US08013013005,8013013005,0.095517774,86058,0.299009901,0.252673267,0.315057915,2.49,14,18,15,-6.67,20,-16.67
58,14000US08013013205,8013013205,0.03765308,110417,0.29592984,0.342028334,0.154252763,2.63,5,6,5,0,20,-16.67
61,14000US08031003702,8031003702,0.130857143,53354,0.300609756,0.141260163,0.681554103,1.86,15,18,15,0,20,-16.67
177,14000US08005006854,8005006854,0.308283233,82059,0.208813839,0.291598023,0.595315024,2.42,9,12,10,-10,20,-16.67
185,14000US08005080900,8005080900,0.408673062,65270,0.321073009,0.274336283,0.256161314,3.73,6,6,5,20,20,-16.67
196,14000US08031003102,8031003102,0.213793103,43219,0.284448518,0.262755881,0.792860734,1.58,16,18,15,6.67,20,-16.67
215,14000US08035014131,8035014131,0.092726499,85115,0.208674699,0.431566265,0.609695974,1.93,14,18,15,-6.67,20,-16.67
237,14000US08005081500,8005081500,0.065748709,36471,0.120481928,0.762822719,0.225187266,1.36,5,6,5,0,20,-16.67
254,14000US08005085500,8005085500,0.150875939,115302,0.260608856,0.243081181,0.088186356,3.1,5,6,5,0,20,-16.67
256,14000US08005085100,8005085100,0.314680233,160964,0.248945995,0.225657498,0.077772203,3.45,5,6,5,0,20,-16.67
314,14000US08013012505,8013012505,0.120807,108750,0.33791691,0.26535986,0.313414634,2.51,14,18,15,-6.67,20,-16.67
414,14000US08001009306,8001009306,0.083122718,60455,0.186244467,0.27340824,0.21187801,2.85,4,6,5,-20,20,-16.67
444,14000US08031004004,8031004004,0.112862227,77731,0.213429257,0.302757794,0.150943396,2.18,12,18,15,-20,20,-16.67
475,14000US08031000905,8031000905,0.199622908,60242,0.20071048,0.281527531,0.335191083,3.38,13,18,15,-13.33,20,-16.67
483,14000US08005007600,8005007600,0.548267654,36056,0.284829721,0.360853113,0.693993506,3.06,10,12,10,0,20,-16.67
512,14000US08059010306,8059010306,0.07221665,64432,0.314408771,0.309318716,0.341872792,2.62,5,6,5,0,20,-16.67
541,14000US08059009833,8059009833,0.114856852,68947,0.246352647,0.288036682,0.270597738,2.38,4,6,5,-20,20,-16.67
548,14000US08059010308,8059010308,0.086634081,83769,0.201409034,0.263572317,0.287665729,2.37,18,24,20,-10,20,-16.67
551,14000US08059010406,8059010406,0.057475728,39359,0.250126839,0.291730086,0.445883441,2.38,9,12,10,-10,20,-16.67
557,14000US08059010702,8059010702,0.118209167,58847,0.211172239,0.212230216,0.654747226,2.29,10,12,10,0,20,-16.67
607,14000US08001009752,8001009752,0.180795848,67850,0.241108199,0.302882815,0.361702128,3.31,5,6,5,0,20,-16.67
672,14000US08031008304,8031008304,0.365498519,49402,0.277661064,0.371148459,0.325,3.9,5,6,5,0,20,-16.67
692,14000US08031011903,8031011903,0.121259843,61750,0.196990424,0.363429093,0.272916667,2.65,4,6,5,-20,20,-16.67
116,14000US08031001701,8031001701,0.113444734,93654,0.22758401,0.216913521,0.678637201,1.5,170,223,185,-8.11,20.54,-17.04
60,14000US08031003701,8031003701,0.156002265,67946,0.27015873,0.185079365,0.62962963,1.8,29,35,29,0,20.69,-17.14
249,14000US08005083600,8005083600,0.294624217,59386,0.209017713,0.191626409,0.495378928,2.36,22,29,24,-8.33,20.83,-17.24
560,14000US08059010902,8059010902,0.141162969,45774,0.239464551,0.242935052,0.766034327,2.35,22,29,24,-8.33,20.83,-17.24
121,14000US08031002000,8031002000,0.196185286,100947,0.158525346,0.25437788,0.737613398,1.54,18,23,19,-5.26,21.05,-17.39
305,14000US08013012102,8013012102,0.084606189,73396,0.330536647,0.220674371,0.428054001,2.42,17,23,19,-10.53,21.05,-17.39
317,14000US08031004603,8031004603,0.207445008,56176,0.192490387,0.282741461,0.320245979,2.79,18,23,19,-5.26,21.05,-17.39
653,14000US08031006804,8031006804,0.131445905,87010,0.183073011,0.245550309,0.524904215,1.89,17,23,19,-10.53,21.05,-17.39
188,14000US08005080400,8005080400,0.332754964,69175,0.250520472,0.242424242,0.230092819,2.53,27,34,28,-3.57,21.43,-17.65
203,14000US08005082400,8005082400,0.473723168,62461,0.274918179,0.256471288,0.379358438,2.83,13,17,14,-7.14,21.43,-17.65
55,14000US08013013004,8013013004,0.097657353,131406,0.338810642,0.192879499,0.101059495,2.89,9,11,9,0,22.22,-18.18
93,14000US08005005619,8005005619,0.069935858,84211,0.187941473,0.315338042,0.203176342,2.63,8,11,9,-11.11,22.22,-18.18
118,14000US08031001800,8031001800,0.307781313,47725,0.288474132,0.276031434,0.668797211,1.97,9,11,9,0,22.22,-18.18
127,14000US08005005951,8005005951,0.128593041,36640,0.184171229,0.3753111,0.713836478,1.7,21,22,18,16.67,22.22,-18.18
171,14000US08005006709,8005006709,0.067327866,123482,0.265970367,0.257954821,0.140668524,2.43,8,11,9,-11.11,22.22,-18.18
272,14000US08059011733,8059011733,0.149403641,62632,0.186363636,0.247727273,0.503759398,2,7,11,9,-22.22,22.22,-18.18
350,14000US08013013401,8013013401,0.156276932,40457,0.321167883,0.247406838,0.684745763,2.33,9,11,9,0,22.22,-18.18
353,14000US08013013211,8013013211,0.056603774,118603,0.260255845,0.191442435,0.237150586,2.77,7,11,9,-22.22,22.22,-18.18
358,14000US08013012710,8013012710,0.103906899,118309,0.306274256,0.318240621,0.166125892,2.34,27,33,27,0,22.22,-18.18
360,14000US08013012605,8013012605,0.237151703,37708,0.504957039,0.206873761,0.792479109,2.21,8,11,9,-11.11,22.22,-18.18
364,14000US08013012800,8013012800,0.074924668,134028,0.246972837,0.222755536,0.080207305,3.03,9,11,9,0,22.22,-18.18
369,14000US08031004801,8031004801,0.241140882,71875,0.260052612,0.341225103,0.118222222,3.09,8,11,9,-11.11,22.22,-18.18
441,14000US08031003902,8031003902,0.079521163,116310,0.220592306,0.246609466,0.212418301,2.49,9,11,9,0,22.22,-18.18
501,14000US08031003201,8031003201,0.077492075,63438,0.310500565,0.147911178,0.639718805,1.66,10,11,9,11.11,22.22,-18.18
665,14000US08031007089,8031007089,0.209251969,32500,0.181480718,0.581150753,0.267706131,1.34,9,11,9,0,22.22,-18.18
309,14000US08013012202,8013012202,0.167913296,38194,0.543179984,0.134301856,0.806074027,2.02,19,27,22,-13.64,22.73,-18.52
117,14000US08031001702,8031001702,0.177521749,65408,0.334995252,0.216761633,0.640879788,1.41,222,311,253,-12.25,22.92,-18.65
278,14000US08031015700,8031015700,0.244990739,46959,0.270356234,0.309160305,0.576131687,2.5,13,16,13,0,23.08,-18.75
316,14000US08031004602,8031004602,0.280999724,44555,0.115433558,0.338483912,0.501497647,3.04,12,16,13,-7.69,23.08,-18.75
341,14000US08005007702,8005007702,0.457591378,57202,0.229473039,0.253982843,0.376329787,2.84,14,16,13,7.69,23.08,-18.75
480,14000US08059011904,8059011904,0.115565032,55750,0.222541966,0.306954436,0.378737542,1.92,13,16,13,0,23.08,-18.75
63,14000US08031003800,8031003800,0.117327229,107574,0.228598015,0.339950372,0.483054893,1.67,26,37,30,-13.33,23.33,-18.92
230,14000US08005081400,8005081400,0.301699717,69559,0.217056475,0.375641757,0.259142497,2.59,19,26,21,-9.52,23.81,-19.23
3,14000US08013013503,8013013503,0.160141028,49213,0.251919386,0.248080614,0.518404908,2.76,3,5,4,-25,25,-20.00
35,14000US08013013213,8013013213,0.152612137,91341,0.318194884,0.248347226,0.444212411,2.83,3,5,4,-25,25,-20.00
39,14000US08013012508,8013012508,0.122170543,76397,0.406327764,0.145396374,0.576894224,2.42,7,10,8,-12.5,25,-20.00
66,14000US08031004103,8031004103,0.323184153,115977,0.265882353,0.233882353,0.074783402,2.49,14,20,16,-12.5,25,-20.00
67,14000US08031004104,8031004104,0.438185654,91337,0.24805397,0.233783083,0.141955836,2.49,21,30,24,-12.5,25,-20.00
68,14000US08005082300,8005082300,0.261263467,61078,0.22804164,0.252765127,0.403050109,2.97,4,5,4,0,25,-20.00
97,14000US08005005622,8005005622,0.057931571,113125,0.181030332,0.318728936,0.338755981,2.46,3,5,4,-25,25,-20.00
99,14000US08005005625,8005005625,0.097066167,89907,0.194889397,0.262776506,0.1864,2.55,7,10,8,-12.5,25,-20.00
107,14000US08013012401,8013012401,0.091424866,22578,0.692423482,0.184980766,0.797019527,2.77,16,20,16,0,25,-20.00
149,14000US08031002803,8031002803,0.12179623,60560,0.261353517,0.140694568,0.762629534,1.52,4,5,4,0,25,-20.00
174,14000US08031015300,8031015300,0.146121014,46786,0.270460705,0.17398374,0.753213368,1.71,4,5,4,0,25,-20.00
194,14000US08031003004,8031003004,0.131495564,65052,0.310219641,0.25630786,0.528506034,2.18,9,10,8,12.5,25,-20.00
205,14000US08059009852,8059009852,0.053717915,88294,0.249311716,0.333129397,0.049615653,2.63,4,5,4,0,25,-20.00
231,14000US08005084100,8005084100,0.345554336,72538,0.266275496,0.180217938,0.291585127,2.97,8,10,8,0,25,-20.00
250,14000US08005083100,8005083100,0.454666273,91386,0.179053412,0.174871697,0.220338983,2.67,4,5,4,0,25,-20.00
258,14000US08005083700,8005083700,0.311801846,88500,0.194656489,0.370522607,0.185517241,2.75,4,5,4,0,25,-20.00
282,14000US08031004506,8031004506,0.249285157,30795,0.176181474,0.4268431,0.657546337,3.39,8,10,8,0,25,-20.00
327,14000US08001008539,8001008539,0.182099344,91351,0.23380035,0.154261529,0.140275953,3.51,4,5,4,0,25,-20.00
390,14000US08001008523,8001008523,0.076932295,100328,0.244161986,0.225835058,0.175174825,2.92,7,5,4,75,25,-20.00
402,14000US08001009606,8001009606,0.159497526,44924,0.297374702,0.226252983,0.600185529,2.44,13,15,12,8.33,25,-20.00
425,14000US08059011729,8059011729,0.137326349,58902,0.223474437,0.230071468,0.53458498,2.17,4,5,4,0,25,-20.00
442,14000US08031004002,8031004002,0.091225022,110571,0.187726943,0.34422658,0.137853949,2.56,4,5,4,0,25,-20.00
482,14000US08005007400,8005007400,0.422686126,49107,0.231954791,0.3025944,0.401972873,3.33,11,15,12,-8.33,25,-20.00
498,14000US08059011702,8059011702,0.14302782,77278,0.161184211,0.343653251,0.172608696,2.51,7,10,8,-12.5,25,-20.00
531,14000US08059010206,8059010206,0.044964029,85286,0.204216488,0.287916929,0.259574468,2.36,4,5,4,0,25,-20.00
545,14000US08059010304,8059010304,0.079103955,78281,0.218342448,0.313420278,0.320319432,2.54,3,5,4,-25,25,-20.00
547,14000US08059010307,8059010307,0.118549512,50645,0.245045916,0.256887385,0.596351731,2.34,4,5,4,0,25,-20.00
559,14000US08059010901,8059010901,0.067480977,72762,0.252525253,0.258438039,0.305995204,2.39,7,10,8,-12.5,25,-20.00
566,14000US08059011601,8059011601,0.087358142,56964,0.189105858,0.349092155,0.414526779,2.61,7,10,8,-12.5,25,-20.00
571,14000US08059011710,8059011710,0.107676455,62250,0.245597776,0.279888786,0.392974753,2.13,2,5,4,-50,25,-20.00
591,14000US08035014130,8035014130,0.098354232,122596,0.2881926,0.195078775,0.087449393,3.1,4,5,4,0,25,-20.00
620,14000US08031000302,8031000302,0.121595119,94661,0.261366523,0.18516637,0.305959643,2.14,8,10,8,0,25,-20.00
634,14000US08031000501,8031000501,0.111214087,114896,0.217587373,0.177001127,0.257559958,2.25,7,10,8,-12.5,25,-20.00
635,14000US08031000502,8031000502,0.187029432,69858,0.226682887,0.26459854,0.471330689,2.09,8,10,8,0,25,-20.00
647,14000US08031001402,8031001402,0.420424671,45840,0.229922992,0.29620462,0.397011046,3.21,3,5,4,-25,25,-20.00
64,14000US08031003901,8031003901,0.064941176,126964,0.197730956,0.345488925,0.204618938,1.96,16,19,15,6.67,26.67,-21.05
310,14000US08013012203,8013012203,0.149959688,59618,0.22789013,0.245246001,0.546850998,1.9,38,57,45,-15.56,26.67,-21.05
344,14000US08031003402,8031003402,0.040008512,154073,0.262076328,0.248198559,0.180976864,2.41,13,14,11,18.18,27.27,-21.43
52,14000US08013013003,8013013003,0.070402703,103701,0.299438005,0.22567615,0.234585918,2.59,19,23,18,5.56,27.78,-21.74
47,14000US08013012903,8013012903,0.115876289,133750,0.315871369,0.272302905,0.107411386,2.6,8,9,7,14.29,28.57,-22.22
48,14000US08013012904,8013012904,0.057122067,90982,0.285090592,0.317179655,0.218048359,2.34,8,9,7,14.29,28.57,-22.22
50,14000US08013060900,8013060900,0.098829649,74286,0.29799733,0.224566088,0.295263158,2.43,6,9,7,-14.29,28.57,-22.22
51,14000US08013012907,8013012907,0.146507666,81250,0.245207957,0.270886076,0.266030014,2.4,7,9,7,0,28.57,-22.22
162,14000US08005083500,8005083500,0.484805318,62245,0.278859955,0.22739389,0.459534884,2.94,6,9,7,-14.29,28.57,-22.22
232,14000US08005084200,8005084200,0.290356671,73846,0.255333792,0.189607708,0.23155416,2.97,6,9,7,-14.29,28.57,-22.22
269,14000US08059009851,8059009851,0.089691764,112727,0.192209451,0.320242656,0.055027174,2.65,6,9,7,-14.29,28.57,-22.22
270,14000US08059015900,8059015900,0.180296896,65575,0.258383903,0.310763334,0.654205607,2.42,6,9,7,-14.29,28.57,-22.22
313,14000US08013012501,8013012501,0.122472339,81205,0.368244659,0.177628823,0.480785653,2.24,6,9,7,-14.29,28.57,-22.22
352,14000US08013013210,8013013210,0.143904321,63781,0.195186522,0.325391095,0.342032204,2.87,12,18,14,-14.29,28.57,-22.22
586,14000US08059011727,8059011727,0.134011874,83726,0.247928406,0.33808419,0.132285527,2.31,6,9,7,-14.29,28.57,-22.22
642,14000US08031002300,8031002300,0.429272568,84200,0.243637155,0.19121166,0.442844677,2.47,13,18,14,-7.14,28.57,-22.22
658,14000US08031006813,8031006813,0.346,48647,0.293076923,0.183076923,0.801924619,1.8,7,9,7,0,28.57,-22.22
359,14000US08013012707,8013012707,0.125698324,93438,0.372262774,0.318734793,0.072213501,2.87,14,22,17,-17.65,29.41,-22.73
41,14000US08013012511,8013012511,0.180829261,53870,0.461181924,0.373117034,0.648918469,1.93,10,13,10,0,30,-23.08
133,14000US08005006712,8005006712,0.102158273,182031,0.218560278,0.402428448,0.122625216,2.4,17,26,20,-15,30,-23.08
302,14000US08035014116,8035014116,0.348975972,93623,0.255332367,0.18637399,0.687822293,2.46,16,26,20,-20,30,-23.08
315,14000US08013012507,8013012507,0.114343254,62163,0.446630595,0.18593212,0.552524666,2.59,26,39,30,-13.33,30,-23.08
546,14000US08059010305,8059010305,0.103558152,60593,0.240124417,0.246345257,0.421210306,2.25,10,13,10,0,30,-23.08
143,14000US08031002601,8031002601,0.151506538,50858,0.222286043,0.243825388,0.913465427,1.39,31,43,33,-6.06,30.3,-23.26
148,14000US08031002802,8031002802,0.099272471,56576,0.246301583,0.161951726,0.691017518,1.58,10,17,13,-23.08,30.77,-23.53
277,14000US08059015800,8059015800,0.145472062,65000,0.214624616,0.277421155,0.577422577,2.04,12,17,13,-7.69,30.77,-23.53
312,14000US08013012300,8013012300,0.226128472,40464,0.638023152,0.278420896,0.979010495,2.25,14,21,16,-12.5,31.25,-23.81
36,14000US08013012607,8013012607,0.186601129,24793,0.584246703,0.195430058,0.908472269,1.86,7,12,9,-22.22,33.33,-25.00
37,14000US08013013505,8013013505,0.110591536,44479,0.205368693,0.336998706,0.736068585,2.62,3,4,3,0,33.33,-25.00
42,14000US08013012603,8013012603,0.094350784,108141,0.385989492,0.245884413,0.314121037,2.44,5,8,6,-16.67,33.33,-25.00
49,14000US08013012905,8013012905,0.130188679,54290,0.31843318,0.317511521,0.41906327,2.17,7,8,6,16.67,33.33,-25.00
77,14000US08005005627,8005005627,0.058947813,104911,0.293828509,0.283178591,0.091356674,2.58,3,4,3,0,33.33,-25.00
79,14000US08005084000,8005084000,0.225037821,98672,0.278873239,0.254460094,0.195508587,3.49,6,8,6,0,33.33,-25.00
92,14000US08005005614,8005005614,0.119749216,92125,0.200543057,0.343677269,0.088666153,2.46,3,4,3,0,33.33,-25.00
94,14000US08005005620,8005005620,0.089675711,55429,0.20613225,0.3801256,0.501182033,1.79,3,4,3,0,33.33,-25.00
98,14000US08005005624,8005005624,0.15085592,112218,0.271148709,0.325022262,0.087456847,3.22,5,8,6,-16.67,33.33,-25.00
119,14000US08005086200,8005086200,0.236795252,108720,0.20992291,0.240561376,0.1223272,3.35,6,8,6,0,33.33,-25.00
120,14000US08005085400,8005085400,0.234627126,132083,0.282227964,0.136376687,0.03997195,3.2,3,4,3,0,33.33,-25.00
124,14000US08005005634,8005005634,0.077844311,68586,0.170901497,0.429516185,0.200368777,1.88,4,8,6,-33.33,33.33,-25.00
139,14000US08031006814,8031006814,0.405788656,55284,0.273784355,0.175739958,0.477261614,2.52,9,12,9,0,33.33,-25.00
155,14000US08005006601,8005006601,0.197212912,42298,0.189805929,0.238430369,0.739386792,2.16,6,8,6,0,33.33,-25.00
163,14000US08005083300,8005083300,0.249889527,84464,0.227586207,0.250397878,0.131843575,2.53,3,4,3,0,33.33,-25.00
213,14000US08035014125,8035014125,0.092525937,126480,0.214768591,0.24024961,0.432762836,2.31,7,12,9,-22.22,33.33,-25.00
220,14000US08035014136,8035014136,0.146268015,102313,0.256083086,0.202522255,0.247846256,3.08,2,4,3,-33.33,33.33,-25.00
228,14000US08005082000,8005082000,0.547092744,46278,0.221350078,0.242072214,0.825086306,2.39,10,16,12,-16.67,33.33,-25.00
267,14000US08005082900,8005082900,0.438206954,76591,0.257374831,0.260081191,0.16971917,2.91,2,4,3,-33.33,33.33,-25.00
292,14000US08035014107,8035014107,0.083143219,118574,0.26161846,0.26519337,0.049416609,2.71,2,4,3,-33.33,33.33,-25.00
298,14000US08035014108,8035014108,0.035196687,106779,0.234296316,0.223164591,0.067740144,2.68,2,4,3,-33.33,33.33,-25.00
348,14000US08013013307,8013013307,0.153450051,58504,0.279348494,0.354947757,0.455743879,2.38,3,4,3,0,33.33,-25.00
383,14000US08001008533,8001008533,0.176887369,73633,0.180269349,0.206230732,0.52857626,2.74,4,4,3,33.33,33.33,-25.00
395,14000US08001009321,8001009321,0.210348414,48772,0.294850771,0.214496556,0.468701095,3.01,3,4,3,0,33.33,-25.00
419,14000US08001009310,8001009310,0.148619958,54187,0.252371039,0.292389544,0.480999479,2.94,3,4,3,0,33.33,-25.00
502,14000US08059060500,8059060500,0.123476631,126313,0.217980296,0.232582688,0.212804006,2.64,3,4,3,0,33.33,-25.00
536,14000US08059010212,8059010212,0.107451923,68125,0.234918794,0.251450116,0.333532934,2.46,3,4,3,0,33.33,-25.00
578,14000US08005007104,8005007104,0.304526016,95574,0.233131923,0.247985901,0.322359396,3.23,8,12,9,-11.11,33.33,-25.00
590,14000US08035014126,8035014126,0.185619582,83750,0.226876091,0.205933682,0.553501946,1.91,5,8,6,-16.67,33.33,-25.00
622,14000US08013013212,8013013212,0.155254091,81354,0.275327453,0.254210104,0.383060109,2.53,5,8,6,-16.67,33.33,-25.00
630,14000US08035014112,8035014112,0.080194411,122097,0.206339144,0.296671949,0.148046607,2.82,3,4,3,0,33.33,-25.00
637,14000US08031000904,8031000904,0.268953753,26511,0.225619399,0.375329468,0.664902065,2.79,6,8,6,0,33.33,-25.00
662,14000US08031007013,8031007013,0.214905564,68773,0.208007225,0.226971704,0.320975114,1.99,3,4,3,0,33.33,-25.00
666,14000US08001009320,8001009320,0.165843331,42004,0.378715244,0.260786194,0.607787274,2.69,3,4,3,0,33.33,-25.00
670,14000US08001009401,8001009401,0.165364831,62046,0.214435879,0.325157673,0.329757199,2.96,2,4,3,-33.33,33.33,-25.00
593,14000US08035014011,8035014011,0.175235849,99643,0.205160879,0.218540937,0.502290951,2.42,14,23,17,-17.65,35.29,-26.09
443,14000US08031004003,8031004003,0.166744294,78784,0.217861976,0.258998647,0.297862002,2.09,8,15,11,-27.27,36.36,-26.67
616,14000US08031006701,8031006701,0.145279819,76866,0.208648322,0.101300272,0.947539461,1.64,9,15,11,-18.18,36.36,-26.67
468,14000US08059012054,8059012054,0.096153846,105714,0.287417634,0.250705993,0.151088348,2.5,6,11,8,-25,37.5,-27.27
90,14000US08005005611,8005005611,0.083470923,81930,0.26006332,0.29149706,0.151090343,2.8,9,14,10,-10,40,-28.57
100,14000US08005005626,8005005626,0.061608961,70197,0.286750789,0.282649842,0.292800968,2.37,7,14,10,-30,40,-28.57
334,14000US08031003203,8031003203,0.048747461,177813,0.303342963,0.238134544,0.236111111,2.28,9,14,10,-10,40,-28.57
336,14000US08031003401,8031003401,0.060100814,98144,0.285653105,0.30620985,0.264468864,1.89,6,7,5,20,40,-28.57
367,14000US08013013306,8013013306,0.147990256,54011,0.325923942,0.253883235,0.492424242,2.76,4,7,5,-20,40,-28.57
585,14000US08059011726,8059011726,0.136947456,100479,0.246811095,0.307754606,0.087114338,2.72,3,7,5,-40,40,-28.57
38,14000US08013060800,8013060800,0.095712377,54393,0.34432504,0.223318122,0.463145676,2.39,13,20,14,-7.14,42.86,-30.00
150,14000US08005005623,8005005623,0.035262206,110417,0.257859821,0.286414768,0.19364332,2.6,5,10,7,-28.57,42.86,-30.00
165,14000US08005006604,8005006604,0.129764265,47127,0.245050829,0.235687533,0.588848359,2.36,6,10,7,-14.29,42.86,-30.00
401,14000US08001009408,8001009408,0.110512129,102500,0.265798226,0.207317073,0.244656918,2.71,6,10,7,-14.29,42.86,-30.00
539,14000US08059009831,8059009831,0.23490965,68533,0.276106934,0.113617377,1,2.04,15,25,17,-11.76,47.06,-32.00
29,14000US08001008542,8001008542,0.159995589,97245,0.216446858,0.181536074,0.19195275,3.35,4,3,2,100,50,-33.33
72,14000US08005005628,8005005628,0.038831615,86856,0.248984826,0.282325283,0.185217774,2.51,2,3,2,0,50,-33.33
81,14000US08001009607,8001009607,0.196782421,46082,0.280922931,0.296146527,0.536865101,2.74,2,3,2,0,50,-33.33
104,14000US08005005631,8005005631,0.077989601,114119,0.259680284,0.255772647,0.029671211,2.77,2,3,2,0,50,-33.33
123,14000US08005005633,8005005633,0.062214984,104756,0.243222004,0.240078585,0.213533835,2.31,1,3,2,-50,50,-33.33
164,14000US08005006603,8005006603,0.114724481,82586,0.260614934,0.292825769,0.314932767,2.34,3,6,4,-25,50,-33.33
166,14000US08005006704,8005006704,0.043363995,250001,0.221244131,0.377934272,0.013815789,3,3,6,4,-25,50,-33.33
235,14000US08005085700,8005085700,0.224037601,69595,0.200950252,0.200670766,0.3130227,2.67,2,3,2,0,50,-33.33
236,14000US08005005632,8005005632,0.065275708,119033,0.274879763,0.272290048,0.15433572,2.67,4,9,6,-33.33,50,-33.33
257,14000US08005086100,8005086100,0.269070446,98641,0.218450827,0.225123296,0.107348243,3.07,2,3,2,0,50,-33.33
271,14000US08059011732,8059011732,0.095015259,59737,0.263579049,0.096750727,0.821793863,1.93,0,3,2,-100,50,-33.33
347,14000US08013013305,8013013305,0.104178377,67438,0.295046662,0.229002154,0.318862275,2.66,2,3,2,0,50,-33.33
354,14000US08013013402,8013013402,0.155468657,70420,0.274635751,0.244555851,0.367945824,2.72,2,3,2,0,50,-33.33
361,14000US08013012201,8013012201,0.082202505,60357,0.490893808,0.197254133,0.62195122,2.23,2,3,2,0,50,-33.33
391,14000US08001009309,8001009309,0.198546002,50792,0.207677785,0.286658276,0.45,2.46,2,3,2,0,50,-33.33
409,14000US08001009104,8001009104,0.137613141,63750,0.271166229,0.22394467,0.290493893,3.17,4,3,2,100,50,-33.33
417,14000US08001009308,8001009308,0.147416413,61488,0.242357477,0.286422473,0.336023478,3.38,2,3,2,0,50,-33.33
517,14000US08059009843,8059009843,0.030758226,110208,0.232419182,0.260916194,0.233806292,2.58,2,3,2,0,50,-33.33
525,14000US08059010205,8059010205,0.015295577,101042,0.202427184,0.382038835,0.130658436,2.48,2,3,2,0,50,-33.33
528,14000US08059060400,8059060400,0.116011236,97000,0.263122018,0.217791411,0.145579268,2.71,4,9,6,-33.33,50,-33.33
543,14000US08059009835,8059009835,0.034464475,101975,0.237864078,0.309708738,0.035343035,2.61,2,3,2,0,50,-33.33
582,14000US08059011721,8059011721,0.055145631,93052,0.213565536,0.277726856,0.348837209,2.22,2,6,4,-50,50,-33.33
621,14000US08013061300,8013061300,0.160621762,167917,0.242730721,0.224610198,0.051741294,3.26,2,3,2,0,50,-33.33
632,14000US08035014113,8035014113,0.158463004,133295,0.261162595,0.186183656,0.216374269,3.07,2,3,2,0,50,-33.33
